edad,peso,talla,sexo,provincia,dni,fecha_nacimiento,bmi,bmi_agrupado,bmi_agrupado2
50,97.6,1.815,HOMBRE,CASTELLÓN,63346882U,10/3/1970,29.63,Sobrepeso,Sobrepeso
54,101.6,1.801,HOMBRE,CASTELLÓN,58322083W,14/5/1966,31.32,Obesidad clase 1,Obesidad
53,92.9,1.68,HOMBRE,CASTELLÓN,40971495N,26/3/1967,32.92,Obesidad clase 1,Obesidad
53,108.4,1.465,MUJER,CASTELLÓN,58064401B,16/9/1967,50.51,Obesidad clase 3,Obesidad
59,83.8,1.6,MUJER,CASTELLÓN,42345799Y,21/9/1961,32.73,Obesidad clase 1,Obesidad
61,69.2,1.535,MUJER,CASTELLÓN,56818938T,23/1/1959,29.37,Sobrepeso,Sobrepeso
53,75.0,1.62,MUJER,CASTELLÓN,57248408K,20/9/1967,28.58,Sobrepeso,Sobrepeso
61,64.4,1.5,MUJER,CASTELLÓN,53683807R,11/4/1959,28.62,Sobrepeso,Sobrepeso
64,85.2,1.52,MUJER,CASTELLÓN,62487942Y,24/8/1956,36.88,Obesidad clase 2,Obesidad
64,88.9,1.53,MUJER,CASTELLÓN,58794500E,23/12/1956,37.98,Obesidad clase 2,Obesidad
60,72.0,1.527,MUJER,CASTELLÓN,31050738Z,7/4/1960,30.88,Obesidad clase 1,Obesidad
60,77.9,1.53,MUJER,CASTELLÓN,44493149R,28/9/1960,33.28,Obesidad clase 1,Obesidad
56,71.3,1.61,MUJER,CASTELLÓN,68586416B,1/2/1964,27.51,Sobrepeso,Sobrepeso
61,58.2,1.625,MUJER,CASTELLÓN,88556771Y,18/5/1959,22.04,Normal,Normal
51,59.9,1.5,MUJER,CASTELLÓN,27872660Z,20/8/1969,26.62,Sobrepeso,Sobrepeso
55,73.8,1.68,MUJER,CASTELLÓN,59696387V,9/9/1965,26.15,Sobrepeso,Sobrepeso
60,61.4,1.5959999999999999,MUJER,CASTELLÓN,78421279F,14/4/1960,24.1,Normal,Normal
54,81.4,1.5,MUJER,CASTELLÓN,85507534A,15/2/1966,36.18,Obesidad clase 2,Obesidad
93,39.0,1.585,HOMBRE,CASTELLÓN,67598635H,22/11/1927,15.52,Infrapeso,Infrapeso
74,77.0,1.66,HOMBRE,CASTELLÓN,83188396H,9/7/1946,27.94,Sobrepeso,Sobrepeso
74,59.3,1.642,HOMBRE,CASTELLÓN,52395397S,26/12/1946,21.99,Normal,Normal
66,72.2,1.75,HOMBRE,CASTELLÓN,54886323T,3/9/1954,23.58,Normal,Normal
74,65.1,1.662,HOMBRE,CASTELLÓN,38136993Y,10/4/1946,23.57,Normal,Normal
73,72.9,1.724,HOMBRE,CASTELLÓN,58751553N,28/7/1947,24.53,Normal,Normal
71,80.0,1.715,HOMBRE,CASTELLÓN,71292077E,12/9/1949,27.2,Sobrepeso,Sobrepeso
66,70.9,1.683,HOMBRE,CASTELLÓN,85464587L,8/7/1954,25.03,Sobrepeso,Sobrepeso
73,70.7,1.6480000000000001,HOMBRE,CASTELLÓN,87998460A,25/7/1947,26.03,Sobrepeso,Sobrepeso
68,97.6,1.675,HOMBRE,CASTELLÓN,87397202K,3/4/1952,34.79,Obesidad clase 1,Obesidad
71,56.2,1.51,MUJER,CASTELLÓN,78764855J,1/1/1949,24.65,Normal,Normal
74,51.4,1.48,MUJER,CASTELLÓN,38179940V,20/9/1946,23.47,Normal,Normal
75,54.7,1.535,MUJER,CASTELLÓN,60383539S,27/3/1945,23.22,Normal,Normal
77,53.9,1.52,MUJER,CASTELLÓN,84476806R,26/8/1943,23.33,Normal,Normal
84,70.6,1.5,MUJER,CASTELLÓN,80525682E,1/12/1936,31.38,Obesidad clase 1,Obesidad
78,50.5,1.6,MUJER,CASTELLÓN,71377971H,28/12/1942,19.73,Normal,Normal
74,64.0,1.624,MUJER,CASTELLÓN,80740417A,13/9/1946,24.27,Normal,Normal
81,62.0,1.5,MUJER,CASTELLÓN,83446078U,7/9/1939,27.56,Sobrepeso,Sobrepeso
18,86.4,1.735,HOMBRE,ALICANTE,63991087N,30/3/2002,28.7,Sobrepeso,Sobrepeso
17,,,HOMBRE,ALICANTE,35259544S,3/1/2003,,Obesidad clase 3,Obesidad
24,61.5,1.68,HOMBRE,ALICANTE,20313988O,27/12/1996,21.79,Normal,Normal
21,80.2,1.76,HOMBRE,ALICANTE,28602759F,26/6/1999,25.89,Sobrepeso,Sobrepeso
15,56.0,1.685,HOMBRE,ALICANTE,15117401R,22/11/2005,19.72,Normal,Normal
21,71.6,1.74,HOMBRE,ALICANTE,53898542O,13/2/1999,23.65,Normal,Normal
17,56.0,1.7,HOMBRE,ALICANTE,57720825V,6/9/2003,19.38,Normal,Normal
15,56.1,1.73,HOMBRE,ALICANTE,31007791I,20/2/2005,18.74,Normal,Normal
17,50.4,1.597,HOMBRE,ALICANTE,37578682Z,23/11/2003,19.76,Normal,Normal
15,63.8,1.785,HOMBRE,ALICANTE,49260266Z,30/4/2005,20.02,Normal,Normal
19,67.5,1.722,HOMBRE,ALICANTE,50033312M,2/2/2001,22.76,Normal,Normal
17,66.0,1.795,HOMBRE,ALICANTE,29332858Z,24/12/2003,20.48,Normal,Normal
15,63.2,1.785,HOMBRE,ALICANTE,34271763E,22/9/2005,19.84,Normal,Normal
23,75.6,1.77,HOMBRE,ALICANTE,59138076P,20/11/1997,24.13,Normal,Normal
19,74.0,1.85,HOMBRE,ALICANTE,26111833D,28/11/2001,21.62,Normal,Normal
21,85.4,1.86,HOMBRE,ALICANTE,34314710O,30/8/1999,24.68,Normal,Normal
20,72.0,1.72,HOMBRE,ALICANTE,51837086Q,17/3/2000,24.34,Normal,Normal
19,71.8,1.765,HOMBRE,ALICANTE,43505368X,15/3/2001,23.05,Normal,Normal
18,83.4,1.75,HOMBRE,ALICANTE,76188035K,24/9/2002,27.23,Sobrepeso,Sobrepeso
22,91.4,1.885,HOMBRE,ALICANTE,33369876T,15/9/1998,25.72,Sobrepeso,Sobrepeso
17,90.9,1.765,HOMBRE,ALICANTE,44149573A,15/5/2003,29.18,Sobrepeso,Sobrepeso
18,51.2,1.615,MUJER,ALICANTE,71850388G,31/7/2002,19.63,Normal,Normal
21,54.0,1.53,MUJER,ALICANTE,39339509F,14/8/1999,23.07,Normal,Normal
24,53.3,1.585,MUJER,ALICANTE,60855956B,5/5/1996,21.22,Normal,Normal
16,52.5,1.58,MUJER,ALICANTE,24909317U,18/10/2004,21.03,Normal,Normal
15,,,MUJER,ALICANTE,22246603L,11/12/2005,,Obesidad clase 3,Obesidad
18,61.0,1.58,MUJER,ALICANTE,88857400A,30/9/2002,24.44,Normal,Normal
18,54.0,1.625,MUJER,ALICANTE,80998099R,21/5/2002,20.45,Normal,Normal
23,51.5,1.51,MUJER,ALICANTE,68071052H,26/10/1997,22.59,Normal,Normal
18,43.4,1.55,MUJER,ALICANTE,42216958E,7/10/2002,18.06,Infrapeso,Infrapeso
15,52.0,1.59,MUJER,ALICANTE,33756399U,1/5/2005,20.57,Normal,Normal
17,54.8,1.57,MUJER,ALICANTE,34744180Q,1/9/2003,22.23,Normal,Normal
20,51.6,1.56,MUJER,ALICANTE,40327290F,28/1/2000,21.2,Normal,Normal
23,56.5,1.65,MUJER,ALICANTE,47800068X,5/5/1997,20.75,Normal,Normal
18,56.4,1.6,MUJER,ALICANTE,49689736G,5/8/2002,22.03,Normal,Normal
17,54.5,1.595,MUJER,ALICANTE,49174372R,13/4/2003,21.42,Normal,Normal
19,55.0,1.515,MUJER,ALICANTE,73997738P,30/6/2001,23.96,Normal,Normal
18,57.5,1.6,MUJER,ALICANTE,55616422L,21/12/2002,22.46,Normal,Normal
20,61.7,1.525,MUJER,ALICANTE,50892252J,20/3/2000,26.53,Sobrepeso,Sobrepeso
16,86.0,1.63,MUJER,ALICANTE,77390551P,3/1/2004,32.37,Obesidad clase 1,Obesidad
27,73.3,1.89,HOMBRE,ALICANTE,34014081Z,10/12/1993,20.52,Normal,Normal
28,96.8,1.81,HOMBRE,CASTELLÓN,52094768D,9/5/1992,29.55,Sobrepeso,Sobrepeso
25,60.8,1.6159999999999999,MUJER,ALICANTE,32682724C,12/5/1995,23.28,Normal,Normal
27,65.6,1.54,MUJER,ALICANTE,88771506W,21/11/1993,27.66,Sobrepeso,Sobrepeso
27,45.9,1.625,MUJER,ALICANTE,60941850X,28/12/1993,17.38,Infrapeso,Infrapeso
28,51.0,1.545,MUJER,ALICANTE,15332136W,1/10/1992,21.37,Normal,Normal
29,88.6,1.6,MUJER,ALICANTE,57377249B,12/12/1991,34.61,Obesidad clase 1,Obesidad
34,53.2,1.54,MUJER,ALICANTE,17823062L,6/12/1986,22.43,Normal,Normal
30,57.6,1.6,MUJER,ALICANTE,47155863K,7/8/1990,22.5,Normal,Normal
27,57.3,1.61,MUJER,ALICANTE,26541303S,4/12/1993,22.11,Normal,Normal
31,65.0,1.59,MUJER,ALICANTE,20786405R,11/1/1989,25.71,Sobrepeso,Sobrepeso
31,59.5,1.565,MUJER,ALICANTE,38265834N,23/3/1989,24.29,Normal,Normal
48,77.0,1.685,HOMBRE,ALICANTE,49389107G,18/10/1972,27.12,Sobrepeso,Sobrepeso
41,75.8,1.67,HOMBRE,ALICANTE,67469794J,24/5/1979,27.18,Sobrepeso,Sobrepeso
46,69.1,1.71,HOMBRE,ALICANTE,50505729I,5/7/1974,23.63,Normal,Normal
49,57.7,1.62,HOMBRE,ALICANTE,28731600F,3/12/1971,21.99,Normal,Normal
43,79.6,1.7,HOMBRE,ALICANTE,34185869T,7/9/1977,27.54,Sobrepeso,Sobrepeso
45,71.1,1.61,HOMBRE,ALICANTE,33241035Y,19/12/1975,27.43,Sobrepeso,Sobrepeso
44,89.5,1.74,HOMBRE,ALICANTE,58279136E,27/7/1976,29.56,Sobrepeso,Sobrepeso
36,89.0,1.795,HOMBRE,ALICANTE,41229177F,6/5/1984,27.62,Sobrepeso,Sobrepeso
49,89.7,1.705,HOMBRE,ALICANTE,20872299E,7/11/1971,30.86,Obesidad clase 1,Obesidad
39,102.7,1.72,HOMBRE,ALICANTE,19369154Y,13/8/1981,34.71,Obesidad clase 1,Obesidad
47,70.2,1.53,MUJER,ALICANTE,13227733I,12/11/1973,29.99,Sobrepeso,Sobrepeso
48,57.4,1.58,MUJER,ALICANTE,82930714X,10/12/1972,22.99,Normal,Normal
47,66.2,1.47,MUJER,ALICANTE,63132147Z,11/6/1973,30.64,Obesidad clase 1,Obesidad
46,91.2,1.62,MUJER,ALICANTE,13098892A,8/11/1974,34.75,Obesidad clase 1,Obesidad
49,66.2,1.515,MUJER,ALICANTE,80139159E,20/5/1971,28.84,Sobrepeso,Sobrepeso
41,65.1,1.535,MUJER,ALICANTE,76145088Q,13/2/1979,27.63,Sobrepeso,Sobrepeso
46,70.0,1.6,MUJER,ALICANTE,17608327B,29/9/1974,27.34,Sobrepeso,Sobrepeso
37,61.8,1.58,MUJER,ALICANTE,84047336E,16/5/1983,24.76,Normal,Normal
42,64.0,1.675,MUJER,ALICANTE,23449119T,5/6/1978,22.81,Normal,Normal
39,55.0,1.547,MUJER,ALICANTE,86108792X,2/12/1981,22.98,Normal,Normal
40,72.6,1.5,MUJER,ALICANTE,46898181P,9/11/1980,32.27,Obesidad clase 1,Obesidad
47,69.4,1.577,MUJER,ALICANTE,49904471H,22/7/1973,27.91,Sobrepeso,Sobrepeso
39,83.2,1.62,MUJER,ALICANTE,58966288Z,15/11/1981,31.7,Obesidad clase 1,Obesidad
49,75.9,1.47,MUJER,ALICANTE,47928909N,25/2/1971,35.12,Obesidad clase 2,Obesidad
45,83.8,1.5,MUJER,ALICANTE,66353172K,11/9/1975,37.24,Obesidad clase 2,Obesidad
64,63.6,1.54,HOMBRE,ALICANTE,62530889O,2/4/1956,26.82,Sobrepeso,Sobrepeso
53,70.0,1.7,HOMBRE,ALICANTE,55487581O,12/2/1967,24.22,Normal,Normal
56,73.6,1.74,HOMBRE,ALICANTE,27657925L,28/10/1964,24.31,Normal,Normal
59,67.3,1.565,HOMBRE,ALICANTE,78636014H,21/6/1961,27.48,Sobrepeso,Sobrepeso
51,75.5,1.63,HOMBRE,ALICANTE,65666020X,26/7/1969,28.42,Sobrepeso,Sobrepeso
51,84.2,1.73,HOMBRE,ALICANTE,80010318J,25/2/1969,28.13,Sobrepeso,Sobrepeso
57,73.0,1.6230000000000002,HOMBRE,ALICANTE,33155141Z,27/12/1963,27.71,Sobrepeso,Sobrepeso
51,83.9,1.77,HOMBRE,ALICANTE,83059555G,22/1/1969,26.78,Sobrepeso,Sobrepeso
55,77.8,1.57,MUJER,ALICANTE,74212473R,6/4/1965,31.56,Obesidad clase 1,Obesidad
52,78.0,1.5,MUJER,ALICANTE,30492427L,28/7/1968,34.67,Obesidad clase 1,Obesidad
60,73.4,1.54,MUJER,ALICANTE,49346160Y,4/7/1960,30.95,Obesidad clase 1,Obesidad
60,62.5,1.425,MUJER,ALICANTE,59524599I,12/10/1960,30.78,Obesidad clase 1,Obesidad
52,79.6,1.5,MUJER,ALICANTE,48916690D,13/9/1968,35.38,Obesidad clase 2,Obesidad
54,80.4,1.585,MUJER,ALICANTE,80611576B,25/6/1966,32.0,Obesidad clase 1,Obesidad
54,67.0,1.58,MUJER,ALICANTE,30234745C,24/12/1966,26.84,Sobrepeso,Sobrepeso
50,89.5,1.58,MUJER,ALICANTE,73525321R,7/2/1970,35.85,Obesidad clase 2,Obesidad
62,102.9,1.56,MUJER,ALICANTE,87955513V,3/3/1958,42.28,Obesidad clase 3,Obesidad
63,80.1,1.6440000000000001,MUJER,ALICANTE,58708606R,1/1/1957,29.64,Sobrepeso,Sobrepeso
50,68.0,1.54,MUJER,ALICANTE,76102141Y,20/6/1970,28.67,Sobrepeso,Sobrepeso
63,67.4,1.59,MUJER,ALICANTE,60641221K,14/11/1957,26.66,Sobrepeso,Sobrepeso
56,74.6,1.6,MUJER,ALICANTE,15804553P,7/9/1964,29.14,Sobrepeso,Sobrepeso
51,78.8,1.4669999999999999,MUJER,ALICANTE,29633487V,8/8/1969,36.62,Obesidad clase 2,Obesidad
75,74.6,1.58,HOMBRE,ALICANTE,38051099U,21/2/1945,29.88,Sobrepeso,Sobrepeso
77,49.7,1.545,HOMBRE,ALICANTE,56990726Y,2/2/1943,20.82,Normal,Normal
78,78.6,1.63,HOMBRE,ALICANTE,39811926S,6/1/1942,29.58,Sobrepeso,Sobrepeso
74,83.4,1.675,HOMBRE,ALICANTE,33713452D,7/10/1946,29.73,Sobrepeso,Sobrepeso
70,,,HOMBRE,ALICANTE,34099975K,16/6/1950,,Obesidad clase 3,Obesidad
78,73.7,1.5219999999999998,HOMBRE,ALICANTE,40026661S,2/9/1942,31.82,Obesidad clase 1,Obesidad
80,70.1,1.7009999999999998,HOMBRE,ALICANTE,16921175T,30/6/1940,24.23,Normal,Normal
71,66.0,1.655,HOMBRE,ALICANTE,66825589X,29/1/1949,24.1,Normal,Normal
72,90.0,1.585,HOMBRE,ALICANTE,53340231Y,30/12/1948,35.82,Obesidad clase 2,Obesidad
69,92.0,1.68,HOMBRE,ALICANTE,88299089M,2/10/1951,32.6,Obesidad clase 1,Obesidad
72,,,MUJER,ALICANTE,75930353K,17/4/1948,,Obesidad clase 3,Obesidad
79,60.8,1.44,MUJER,ALICANTE,39983714O,24/9/1941,29.32,Sobrepeso,Sobrepeso
76,55.4,1.49,MUJER,ALICANTE,61371320F,2/5/1944,24.95,Normal,Normal
73,55.4,1.47,MUJER,ALICANTE,15847500Y,9/6/1947,25.64,Sobrepeso,Sobrepeso
82,76.1,1.43,MUJER,ALICANTE,25854151Q,13/5/1938,37.21,Obesidad clase 2,Obesidad
74,58.2,1.4380000000000002,MUJER,ALICANTE,30406533X,31/12/1946,28.15,Sobrepeso,Sobrepeso
69,95.0,1.495,MUJER,ALICANTE,62702677K,24/11/1951,42.51,Obesidad clase 3,Obesidad
65,62.7,1.465,MUJER,ALICANTE,88127301O,24/5/1955,29.21,Sobrepeso,Sobrepeso
74,91.6,1.58,MUJER,ALICANTE,79065484G,26/5/1946,36.69,Obesidad clase 2,Obesidad
70,52.5,1.5,MUJER,ALICANTE,41830435N,27/7/1950,23.33,Normal,Normal
75,78.1,1.42,MUJER,ALICANTE,65623073L,11/7/1945,38.73,Obesidad clase 2,Obesidad
78,72.5,1.49,MUJER,ALICANTE,78807802G,7/2/1942,32.66,Obesidad clase 1,Obesidad
71,81.4,1.57,MUJER,ALICANTE,72322805V,17/7/1949,33.02,Obesidad clase 1,Obesidad
68,75.0,1.5730000000000002,MUJER,ALICANTE,58536818X,7/11/1952,30.31,Obesidad clase 1,Obesidad
88,49.8,1.462,MUJER,ALICANTE,64119928T,13/11/1932,23.3,Normal,Normal
65,79.0,1.595,MUJER,ALICANTE,46769340S,25/10/1955,31.05,Obesidad clase 1,Obesidad
72,72.5,1.55,MUJER,ALICANTE,53726754I,7/12/1948,30.18,Obesidad clase 1,Obesidad
76,73.3,1.57,MUJER,ALICANTE,62144366Z,9/10/1944,29.74,Sobrepeso,Sobrepeso
74,89.0,1.65,MUJER,ALICANTE,80310947M,26/3/1946,32.69,Obesidad clase 1,Obesidad
70,83.2,1.555,MUJER,ALICANTE,38566463Y,7/4/1950,34.41,Obesidad clase 1,Obesidad
20,64.1,1.78,HOMBRE,ALICANTE,63432776D,11/7/2000,20.23,Normal,Normal
22,60.4,1.735,HOMBRE,ALICANTE,55101058G,24/5/1998,20.06,Normal,Normal
24,62.0,1.675,HOMBRE,ALICANTE,29375805K,1/8/1996,22.1,Normal,Normal
15,66.2,1.71,HOMBRE,ALICANTE,14215514O,17/4/2005,22.64,Normal,Normal
23,69.5,1.72,HOMBRE,ALICANTE,30449480C,27/6/1997,23.49,Normal,Normal
22,71.7,1.765,HOMBRE,ALICANTE,80826311L,20/4/1998,23.02,Normal,Normal
15,74.0,1.725,HOMBRE,ALICANTE,40112555W,1/3/2005,24.87,Normal,Normal
20,72.6,1.675,HOMBRE,ALICANTE,79409060W,10/6/2000,25.88,Sobrepeso,Sobrepeso
15,70.6,1.7,HOMBRE,ALICANTE,32382095O,2/6/2005,24.43,Normal,Normal
15,69.3,1.51,HOMBRE,ALICANTE,50333941P,22/2/2005,30.39,Obesidad clase 1,Obesidad
22,77.1,1.69,HOMBRE,ALICANTE,84906276V,10/4/1998,26.99,Sobrepeso,Sobrepeso
22,73.8,1.745,HOMBRE,ALICANTE,19884518F,9/6/1998,24.24,Normal,Normal
19,78.9,1.75,HOMBRE,ALICANTE,46812287D,21/2/2001,25.76,Sobrepeso,Sobrepeso
15,88.8,1.775,HOMBRE,ALICANTE,73310586Z,16/5/2005,28.18,Sobrepeso,Sobrepeso
22,101.0,1.78,HOMBRE,ALICANTE,23363225O,30/11/1998,31.88,Obesidad clase 1,Obesidad
15,63.6,1.665,MUJER,ALICANTE,58236189P,5/5/2005,22.94,Normal,Normal
17,48.3,1.64,MUJER,ALICANTE,89931075X,16/10/2003,17.96,Infrapeso,Infrapeso
18,47.8,1.557,MUJER,ALICANTE,81384622W,13/8/2002,19.72,Normal,Normal
20,54.1,1.6219999999999999,MUJER,ALICANTE,59954069L,8/10/2000,20.56,Normal,Normal
24,55.0,1.624,MUJER,ALICANTE,33069247M,3/2/1996,20.85,Normal,Normal
15,52.6,1.71,MUJER,ALICANTE,55959998W,5/6/2005,17.99,Infrapeso,Infrapeso
15,69.4,1.742,MUJER,ALICANTE,69445356Y,23/3/2005,22.87,Normal,Normal
15,51.8,1.575,MUJER,ALICANTE,61500161W,30/1/2005,20.88,Normal,Normal
18,87.2,1.67,MUJER,ALICANTE,85979951X,25/4/2002,31.27,Obesidad clase 1,Obesidad
24,82.8,1.695,MUJER,ALICANTE,54328012I,12/4/1996,28.82,Sobrepeso,Sobrepeso
34,75.7,1.565,HOMBRE,ALICANTE,61242479R,13/5/1986,30.91,Obesidad clase 1,Obesidad
30,67.5,1.665,HOMBRE,ALICANTE,71721547I,10/4/1990,24.35,Normal,Normal
32,69.0,1.732,HOMBRE,ALICANTE,58407977A,13/10/1988,23.0,Normal,Normal
30,72.3,1.75,HOMBRE,ALICANTE,30921897K,8/12/1990,23.61,Normal,Normal
34,68.6,1.7,HOMBRE,ALICANTE,78507173I,24/9/1986,23.74,Normal,Normal
27,84.2,1.815,HOMBRE,ALICANTE,86667103O,15/3/1993,25.56,Sobrepeso,Sobrepeso
32,59.4,1.61,MUJER,ALICANTE,21001140M,15/11/1988,22.92,Normal,Normal
25,60.2,1.61,MUJER,ALICANTE,81599357Y,17/5/1995,23.22,Normal,Normal
32,51.1,1.59,MUJER,ALICANTE,50978146J,31/10/1988,20.21,Normal,Normal
31,54.1,1.575,MUJER,ALICANTE,60039963O,5/1/1989,21.81,Normal,Normal
27,67.3,1.655,MUJER,ALICANTE,74813731K,5/12/1993,24.57,Normal,Normal
26,62.1,1.54,MUJER,ALICANTE,78550120T,23/11/1994,26.18,Sobrepeso,Sobrepeso
30,62.9,1.6,MUJER,ALICANTE,50806358E,1/1/1990,24.57,Normal,Normal
30,69.7,1.575,MUJER,ALICANTE,64764133L,4/5/1990,28.1,Sobrepeso,Sobrepeso
33,82.3,1.58,MUJER,ALICANTE,60684168H,15/3/1987,32.97,Obesidad clase 1,Obesidad
29,88.7,1.663,MUJER,ALICANTE,42904110K,4/12/1991,32.07,Obesidad clase 1,Obesidad
42,,,HOMBRE,ALICANTE,27529084S,10/2/1978,,Obesidad clase 3,Obesidad
36,73.0,1.73,HOMBRE,ALICANTE,74255420B,31/3/1984,24.39,Normal,Normal
37,79.7,1.76,HOMBRE,ALICANTE,53597913T,28/6/1983,25.73,Sobrepeso,Sobrepeso
44,73.7,1.6980000000000002,HOMBRE,ALICANTE,25038158L,4/10/1976,25.56,Sobrepeso,Sobrepeso
47,85.0,1.72,HOMBRE,ALICANTE,70347243U,16/5/1973,28.73,Sobrepeso,Sobrepeso
47,87.3,1.7,HOMBRE,ALICANTE,17307698A,15/3/1973,30.21,Obesidad clase 1,Obesidad
42,99.9,1.73,HOMBRE,ALICANTE,43977785V,31/1/1978,33.38,Obesidad clase 1,Obesidad
40,86.8,1.56,HOMBRE,ALICANTE,59009235J,27/11/1980,35.67,Obesidad clase 2,Obesidad
48,115.1,1.65,HOMBRE,ALICANTE,49990365Q,23/7/1972,42.28,Obesidad clase 3,Obesidad
48,69.4,1.525,MUJER,ALICANTE,52653079G,10/2/1972,29.84,Sobrepeso,Sobrepeso
46,,,MUJER,ALICANTE,51536457W,21/3/1974,,Obesidad clase 3,Obesidad
41,58.7,1.54,MUJER,ALICANTE,67083271C,18/8/1979,24.75,Normal,Normal
43,80.9,1.67,MUJER,ALICANTE,70433137I,30/10/1977,29.01,Sobrepeso,Sobrepeso
37,42.3,1.495,MUJER,ALICANTE,19669783U,15/1/1983,18.93,Normal,Normal
44,49.7,1.49,MUJER,ALICANTE,28946335Y,3/3/1976,22.39,Normal,Normal
40,57.8,1.501,MUJER,ALICANTE,83875548S,5/10/1980,25.65,Sobrepeso,Sobrepeso
47,72.5,1.547,MUJER,ALICANTE,33283982N,13/9/1973,30.29,Obesidad clase 1,Obesidad
51,86.1,1.6,HOMBRE,ALICANTE,44450202L,20/7/1969,33.63,Obesidad clase 1,Obesidad
57,76.6,1.679,HOMBRE,ALICANTE,82243562Y,10/3/1963,27.17,Sobrepeso,Sobrepeso
54,62.4,1.63,HOMBRE,ALICANTE,17479486Z,1/8/1966,23.49,Normal,Normal
64,67.1,1.5390000000000001,HOMBRE,ALICANTE,72065123I,10/11/1956,28.33,Sobrepeso,Sobrepeso
62,103.0,1.66,HOMBRE,ALICANTE,28001501F,12/12/1958,37.38,Obesidad clase 2,Obesidad
50,71.9,1.5119999999999998,MUJER,ALICANTE,58365030E,29/12/1970,31.45,Obesidad clase 1,Obesidad
63,77.7,1.675,MUJER,ALICANTE,81255781C,14/12/1957,27.69,Sobrepeso,Sobrepeso
60,77.5,1.5230000000000001,MUJER,ALICANTE,32296201L,31/5/1960,33.41,Obesidad clase 1,Obesidad
56,52.1,1.7,MUJER,ALICANTE,51622351D,16/7/1964,18.03,Infrapeso,Infrapeso
57,64.2,1.473,MUJER,ALICANTE,14301408O,25/3/1963,29.59,Sobrepeso,Sobrepeso
51,76.0,1.8119999999999998,MUJER,ALICANTE,31780837K,24/4/1969,23.15,Normal,Normal
59,66.3,1.5530000000000002,MUJER,ALICANTE,71979229A,20/6/1961,27.49,Sobrepeso,Sobrepeso
60,79.7,1.535,MUJER,ALICANTE,57076620Z,7/6/1960,33.83,Obesidad clase 1,Obesidad
53,66.8,1.3940000000000001,MUJER,ALICANTE,74384261G,12/8/1967,34.38,Obesidad clase 1,Obesidad
56,57.8,1.5190000000000001,MUJER,ALICANTE,51708245X,7/3/1964,25.05,Sobrepeso,Sobrepeso
80,78.0,1.64,HOMBRE,ALICANTE,41100336I,10/5/1940,29.0,Sobrepeso,Sobrepeso
67,71.4,1.63,HOMBRE,ALICANTE,15632765C,7/4/1953,26.87,Sobrepeso,Sobrepeso
68,84.8,1.835,HOMBRE,ALICANTE,32124413T,20/12/1952,25.18,Sobrepeso,Sobrepeso
65,75.1,1.615,HOMBRE,ALICANTE,66310225F,30/12/1955,28.79,Sobrepeso,Sobrepeso
74,88.8,1.685,HOMBRE,ALICANTE,87053626E,30/10/1946,31.28,Obesidad clase 1,Obesidad
74,95.1,1.6019999999999999,HOMBRE,ALICANTE,63089200P,23/3/1946,37.06,Obesidad clase 2,Obesidad
72,59.9,1.465,MUJER,ALICANTE,87611937W,31/1/1948,27.91,Sobrepeso,Sobrepeso
85,55.1,1.465,MUJER,ALICANTE,12325846I,10/2/1935,25.67,Sobrepeso,Sobrepeso
97,46.5,1.33,MUJER,ALICANTE,72795222K,28/4/1923,26.29,Sobrepeso,Sobrepeso
74,54.5,1.515,MUJER,ALICANTE,67942211U,26/3/1946,23.74,Normal,Normal
21,,,HOMBRE,ALICANTE,27958554U,19/3/1999,,Obesidad clase 3,Obesidad
20,74.2,1.72,HOMBRE,VALENCIA,46039241Q,16/12/2000,25.08,Sobrepeso,Sobrepeso
16,53.9,1.65,MUJER,VALENCIA,46941128B,23/1/2004,19.8,Normal,Normal
15,,,MUJER,VALENCIA,16792334V,23/2/2005,,Obesidad clase 3,Obesidad
21,47.3,1.61,MUJER,VALENCIA,50462782R,16/8/1999,18.25,Infrapeso,Infrapeso
24,69.8,1.77,MUJER,VALENCIA,71635653G,15/5/1996,22.28,Normal,Normal
19,72.6,1.83,MUJER,VALENCIA,24522794B,4/11/2001,21.68,Normal,Normal
24,57.0,1.6,MUJER,VALENCIA,39897820V,7/1/1996,22.27,Normal,Normal
20,54.6,1.52,MUJER,VALENCIA,62745624P,2/10/2000,23.63,Normal,Normal
18,69.3,1.72,MUJER,VALENCIA,82329456E,25/12/2002,23.42,Normal,Normal
19,66.1,1.69,MUJER,ALICANTE,64162875T,14/6/2001,23.14,Normal,Normal
29,103.8,1.765,HOMBRE,VALENCIA,49088478A,21/1/1991,33.32,Obesidad clase 1,Obesidad
25,64.2,1.7,HOMBRE,VALENCIA,25897098T,13/10/1995,22.21,Normal,Normal
33,75.6,1.7,HOMBRE,VALENCIA,35774908B,8/1/1987,26.16,Sobrepeso,Sobrepeso
26,86.3,1.79,HOMBRE,VALENCIA,14129620D,5/11/1994,26.93,Sobrepeso,Sobrepeso
32,51.5,1.605,MUJER,VALENCIA,73353533G,7/6/1988,19.99,Normal,Normal
25,59.9,1.585,MUJER,VALENCIA,43333580C,9/5/1995,23.84,Normal,Normal
26,55.7,1.5,MUJER,VALENCIA,67040324I,5/3/1994,24.76,Normal,Normal
30,63.0,1.55,MUJER,VALENCIA,18123691T,11/11/1990,26.22,Sobrepeso,Sobrepeso
