edad;peso;talla;sexo;provincia;dni;fecha_nacimiento
24;57.0;160.0;MUJER;VALENCIA;39897820V;7/1/1996
20;54.6;152.0;MUJER;VALENCIA;62745624P;2/10/2000
18;69.3;172.0;MUJER;VALENCIA;82329456E;25/12/2002
19;66.1;169.0;MUJER;ALICANTE;64162875T;14/6/2001
29;103.8;176.5;HOMBRE;VALENCIA;49088478A;21/1/1991
25;64.2;170.0;HOMBRE;VALENCIA;25897098T;13/10/1995
33;75.6;170.0;HOMBRE;VALENCIA;35774908B;8/1/1987
26;86.3;179.0;HOMBRE;VALENCIA;14129620D;5/11/1994
32;51.5;160.5;MUJER;VALENCIA;73353533G;7/6/1988
25;59.9;158.5;MUJER;VALENCIA;43333580C;9/5/1995
26;55.7;150.0;MUJER;VALENCIA;67040324I;5/3/1994
30;63.0;155.0;MUJER;VALENCIA;18123691T;11/11/1990
49;76.0;170.0;HOMBRE;VALENCIA;38351728D;11/3/1971
46;94.2;180.0;HOMBRE;VALENCIA;64506451Y;4/6/1974
45;58.9;154.5;MUJER;VALENCIA;82458297X;31/8/1975
39;60.7;168.0;MUJER;VALENCIA;39597191U;2/1/1981
35;58.6;162.0;MUJER;VALENCIA;65193603T;1/1/1985
49;59.6;155.0;MUJER;VALENCIA;64678239J;25/5/1971
43;70.8;162.0;MUJER;VALENCIA;69402409O;14/2/1977
47;80.5;173.0;MUJER;VALENCIA;12368793K;1/2/1973
48;75.5;157.0;MUJER;VALENCIA;44063679L;27/5/1972
60;65.7;167.0;HOMBRE;VALENCIA;37535735R;23/6/1960
61;72.0;170.0;HOMBRE;ALICANTE;19111472O;1/5/1959
53;73.4;162.0;HOMBRE;VALENCIA;42861163Q;11/1/1967
53;90.0;178.0;HOMBRE;VALENCIA;77777074Z;10/8/1967
55;83.5;169.5;HOMBRE;VALENCIA;47327651A;6/6/1965
57;63.4;150.0;MUJER;ALICANTE;15160348V;8/3/1963
54;62.8;152.8;MUJER;VALENCIA;43161792M;6/6/1966
56;77.7;160.0;MUJER;VALENCIA;20614617K;20/1/1964
50;60.5;163.0;MUJER;VALENCIA;41916329M;24/7/1970
64;62.0;156.0;MUJER;VALENCIA;84648594L;17/3/1956
53;56.0;161.0;MUJER;VALENCIA;19970412P;17/5/1967
55;62.0;152.3;MUJER;VALENCIA;65537179G;5/1/1965
58;81.9;160.0;MUJER;VALENCIA;53984436P;10/2/1962
62;66.5;154.0;MUJER;VALENCIA;79709689W;1/8/1958
56;73.5;158.6;MUJER;VALENCIA;62573836L;23/1/1964
61;81.1;163.5;MUJER;VALENCIA;70046614B;27/3/1959
58;86.9;165.2;MUJER;VALENCIA;42088117F;15/5/1962
57;70.3;161.5;MUJER;VALENCIA;81513463O;17/1/1963
66;59.2;168.0;HOMBRE;VALENCIA;33455770Q;20/7/1954
69;76.8;165.0;HOMBRE;VALENCIA;25209946O;15/6/1951
70;;;MUJER;ALICANTE;12154058F;1/12/1950
79;65.0;156.0;MUJER;VALENCIA;72279858N;1/1/1941
72;63.9;149.0;MUJER;VALENCIA;32768618I;30/6/1948
70;51.0;155.5;MUJER;ALICANTE;84820382I;21/3/1950
71;71.2;162.2;MUJER;VALENCIA;35603120O;25/11/1949
67;99.6;172.0;MUJER;VALENCIA;28259183H;4/5/1953
66;77.1;158.2;MUJER;VALENCIA;39683085K;14/11/1954
21;83.0;179.0;HOMBRE;ALICANTE;32983353C;12/5/1999
21;85.4;169.6;HOMBRE;ALICANTE;44407255E;21/5/1999
23;53.5;162.4;MUJER;ALICANTE;46168082S;1/4/1997
17;54.2;162.5;MUJER;ALICANTE;32639777X;7/9/2003
30;60.8;168.4;HOMBRE;ALICANTE;25166999B;2/11/1990
26;67.5;170.1;HOMBRE;ALICANTE;66696748K;9/5/1994
33;77.5;163.5;HOMBRE;ALICANTE;89716340T;18/12/1987
33;52.3;163.0;MUJER;ALICANTE;69917773Q;13/12/1987
29;57.3;163.5;MUJER;ALICANTE;64978868S;31/7/1991
49;65.8;159.5;HOMBRE;ALICANTE;20571670L;3/7/1971
35;87.4;181.0;HOMBRE;ALICANTE;79237272T;22/4/1985
40;74.1;163.3;HOMBRE;ALICANTE;70819660N;10/5/1980
47;57.4;152.0;MUJER;ALICANTE;25252893Q;14/11/1973
48;65.3;159.5;MUJER;ALICANTE;40584972M;13/6/1972
42;53.3;151.0;MUJER;ALICANTE;54757482A;13/12/1978
38;53.9;154.2;MUJER;ALICANTE;74040685F;12/9/1982
62;;;HOMBRE;ALICANTE;36161431K;22/11/1958
61;65.9;173.0;HOMBRE;ALICANTE;60813009G;22/4/1959
62;70.4;164.1;HOMBRE;ALICANTE;73825950T;8/1/1958
63;77.4;154.2;HOMBRE;ALICANTE;60254698W;11/9/1957
64;78.9;147.5;MUJER;ALICANTE;45266195J;2/1/1956
63;66.7;150.4;MUJER;ALICANTE;76918134X;23/9/1957
52;64.8;161.8;MUJER;ALICANTE;16749387P;19/9/1968
64;97.6;151.0;MUJER;ALICANTE;56904832V;11/9/1956
73;52.3;154.5;HOMBRE;ALICANTE;67169165S;7/9/1947
77;76.1;160.2;HOMBRE;ALICANTE;12583528I;3/7/1943
70;54.9;156.2;HOMBRE;ALICANTE;56217680P;27/11/1950
85;51.0;148.3;HOMBRE;ALICANTE;54585694H;20/6/1935
70;88.5;154.3;MUJER;ALICANTE;26326568Q;17/2/1950
66;57.7;153.0;MUJER;ALICANTE;47241757Q;19/3/1954
18;81.3;172.0;HOMBRE;CASTELLÓN;25553522M;10/5/2002
17;68.9;180.0;HOMBRE;CASTELLÓN;47628280W;6/11/2003
22;48.9;159.6;MUJER;ALICANTE;65236550L;21/7/1998
21;45.4;153.0;MUJER;ALICANTE;69660091F;28/5/1999
27;67.7;165.0;HOMBRE;CASTELLÓN;37879311T;1/7/1993
31;77.1;175.5;HOMBRE;CASTELLÓN;59481652A;8/3/1989
27;50.9;158.0;MUJER;CASTELLÓN;33198088O;26/3/1993
28;56.2;163.0;MUJER;CASTELLÓN;58150295Z;7/10/1992
31;51.1;150.0;MUJER;CASTELLÓN;61156585K;20/10/1989
25;61.5;168.0;MUJER;CASTELLÓN;68285787R;2/3/1995
34;52.2;159.0;MUJER;CASTELLÓN;85206905D;17/11/1986
25;62.0;162.0;MUJER;VALENCIA;83660813I;24/10/1995
37;114.5;177.0;HOMBRE;CASTELLÓN;57506090J;25/6/1983
39;74.3;169.0;HOMBRE;CASTELLÓN;86924785I;25/6/1981
38;84.7;172.0;HOMBRE;CASTELLÓN;26884879V;24/3/1982
47;49.9;152.0;MUJER;VALENCIA;29676434D;27/1/1973
36;63.0;162.0;MUJER;CASTELLÓN;72580487S;23/9/1984
39;54.1;154.0;MUJER;CASTELLÓN;44922619J;4/12/1981
46;59.3;150.0;MUJER;CASTELLÓN;17221804T;21/6/1974
49;63.0;156.0;MUJER;CASTELLÓN;63046253P;13/5/1971
62;69.7;164.0;HOMBRE;CASTELLÓN;89587499O;11/3/1958
61;65.0;168.0;HOMBRE;VALENCIA;34443551F;16/3/1959
63;77.6;157.5;MUJER;CASTELLÓN;16534652V;6/2/1957
63;78.3;154.5;MUJER;CASTELLÓN;65021815J;8/9/1957
57;57.2;146.5;MUJER;CASTELLÓN;84305018M;5/9/1963
57;75.3;158.0;MUJER;CASTELLÓN;13957832I;4/8/1963
60;101.0;162.0;MUJER;CASTELLÓN;41358018Q;24/2/1960
76;69.3;161.0;HOMBRE;CASTELLÓN;74641943P;7/8/1944
73;82.6;162.0;HOMBRE;VALENCIA;84090283E;9/4/1947
72;82.7;165.0;HOMBRE;CASTELLÓN;20485776Q;15/8/1948
67;63.3;145.0;MUJER;CASTELLÓN;32596830Z;21/4/1953
86;56.0;145.0;MUJER;VALENCIA;32940406S;2/1/1934
22;67.9;172.0;HOMBRE;ALICANTE;73138798Q;12/10/1998
21;74.8;178.5;HOMBRE;ALICANTE;79752636H;29/3/1999
16;76.5;171.5;HOMBRE;ALICANTE;72365752N;25/9/2004
20;62.0;166.5;MUJER;VALENCIA;41143283Q;15/12/2000
15;53.5;168.5;MUJER;ALICANTE;19798624E;28/8/2005
29;83.9;185.5;HOMBRE;ALICANTE;27357296H;24/11/1991
31;84.2;173.5;HOMBRE;ALICANTE;47370598B;20/10/1989
29;63.1;167.5;MUJER;ALICANTE;65966649F;8/3/1991
34;53.5;156.5;MUJER;ALICANTE;20700511Y;26/12/1986
25;54.9;165.0;MUJER;ALICANTE;44707884U;18/5/1995
46;75.0;170.0;HOMBRE;ALICANTE;24780476Z;17/12/1974
40;80.4;173.0;HOMBRE;ALICANTE;68929992M;11/12/1980
43;89.3;171.5;HOMBRE;ALICANTE;73911844P;11/11/1977
43;82.5;166.5;HOMBRE;ALICANTE;31523155P;11/2/1977
42;;;MUJER;ALICANTE;36633848R;9/5/1978
39;74.9;161.0;MUJER;ALICANTE;52953708I;9/12/1981
39;67.5;162.0;MUJER;ALICANTE;49861524W;10/8/1981
50;;;HOMBRE;ALICANTE;75028466W;6/2/1970
51;68.6;159.5;HOMBRE;ALICANTE;84004389E;25/3/1969
60;103.3;174.0;HOMBRE;ALICANTE;24952264V;26/2/1960
56;65.8;158.0;MUJER;ALICANTE;78378332A;25/9/1964
54;72.5;155.5;MUJER;ALICANTE;42775269G;22/6/1966
58;83.6;154.5;MUJER;ALICANTE;17050016J;17/3/1962
64;90.8;155.0;MUJER;ALICANTE;52524238N;14/9/1956
74;59.7;156.0;HOMBRE;ALICANTE;53640860K;15/1/1946
68;70.7;165.0;HOMBRE;ALICANTE;66782642B;25/8/1952
65;89.5;172.5;HOMBRE;ALICANTE;79537901C;10/12/1955
75;91.6;165.0;HOMBRE;ALICANTE;12841210G;7/3/1945
69;;;MUJER;ALICANTE;18596108C;1/1/1951
65;62.5;148.0;MUJER;ALICANTE;36934477A;15/11/1955
16;71.4;171.0;HOMBRE;VALENCIA;67212112B;9/12/2004
23;73.7;178.0;HOMBRE;VALENCIA;45824506G;29/5/1997
23;62.3;165.0;MUJER;VALENCIA;44020732I;13/11/1997
22;62.2;155.0;MUJER;VALENCIA;39253615N;15/3/1998
32;73.1;166.0;HOMBRE;VALENCIA;88599718J;21/10/1988
32;60.0;183.0;HOMBRE;VALENCIA;74427208S;14/2/1988
25;75.7;174.0;HOMBRE;VALENCIA;61543108D;7/1/1995
32;78.4;174.5;HOMBRE;VALENCIA;56647150O;11/11/1988
25;75.3;164.0;HOMBRE;VALENCIA;51579404D;28/7/1995
25;83.0;172.0;HOMBRE;VALENCIA;37363947T;4/6/1995
31;89.2;171.5;HOMBRE;VALENCIA;34830074H;20/3/1989
32;114.2;178.0;HOMBRE;VALENCIA;41272124L;19/12/1988
25;52.8;160.5;MUJER;VALENCIA;56775991L;24/8/1995
32;51.3;157.0;MUJER;VALENCIA;72666381M;22/8/1988
26;51.2;150.0;MUJER;VALENCIA;42388746P;3/12/1994
31;61.2;161.0;MUJER;VALENCIA;80439788P;10/6/1989
25;62.1;157.0;MUJER;VALENCIA;78464226M;25/11/1995
28;73.2;165.0;MUJER;VALENCIA;50548676W;25/2/1992
32;73.2;158.0;MUJER;VALENCIA;79838530J;4/8/1988
45;102.0;166.5;HOMBRE;VALENCIA;41057389T;18/8/1975
39;69.8;168.5;HOMBRE;VALENCIA;89458658A;15/4/1981
37;64.5;162.5;HOMBRE;VALENCIA;24995211R;14/4/1983
42;74.7;171.5;HOMBRE;VALENCIA;43204739I;24/10/1978
42;87.9;180.0;HOMBRE;VALENCIA;57935560P;26/11/1978
41;92.0;169.5;HOMBRE;VALENCIA;59997016D;5/11/1979
36;112.5;165.0;HOMBRE;VALENCIA;22719020E;23/11/1984
41;69.9;148.5;MUJER;VALENCIA;23964483P;11/2/1979
39;45.6;146.5;MUJER;VALENCIA;88685612O;1/9/1981
35;52.0;153.0;MUJER;VALENCIA;61328373E;6/1/1985
45;71.7;156.0;MUJER;VALENCIA;74770784J;29/3/1975
62;62.4;157.5;HOMBRE;VALENCIA;81985880K;17/3/1958
51;78.0;170.0;HOMBRE;VALENCIA;66567907Q;25/9/1969
53;74.9;155.0;HOMBRE;VALENCIA;66739695Q;23/5/1967
57;68.9;157.0;HOMBRE;VALENCIA;13871938X;20/8/1963
54;93.7;166.0;HOMBRE;VALENCIA;27228455J;10/2/1966
52;61.6;160.0;MUJER;VALENCIA;40413184E;22/4/1968
59;62.7;155.5;MUJER;VALENCIA;63389829Y;7/4/1961
50;69.9;151.5;MUJER;VALENCIA;61886684N;18/5/1970
72;66.3;169.0;HOMBRE;ALICANTE;60125857I;10/1/1948
68;77.7;166.0;HOMBRE;VALENCIA;76961081U;26/11/1952
70;82.8;160.0;MUJER;VALENCIA;72108070K;16/3/1950
68;105.2;153.0;MUJER;VALENCIA;53168443G;15/2/1952
16;52.2;166.5;HOMBRE;VALENCIA;63819299N;13/11/2004
21;62.3;175.0;HOMBRE;VALENCIA;12712369Q;11/3/1999
19;70.0;180.0;HOMBRE;VALENCIA;81942933I;21/7/2001
17;59.0;172.0;MUJER;VALENCIA;63647511B;21/4/2003
17;66.4;164.0;MUJER;VALENCIA;83789654O;20/9/2003
28;68.9;178.0;HOMBRE;VALENCIA;86452368L;3/2/1992
27;78.0;170.0;HOMBRE;VALENCIA;21215875F;2/7/1993
31;89.0;168.0;HOMBRE;VALENCIA;44965566T;5/5/1989
26;90.9;162.0;HOMBRE;VALENCIA;16878228Z;26/12/1994
26;52.2;165.5;MUJER;VALENCIA;45137354Q;25/11/1994
25;85.0;162.0;MUJER;VALENCIA;89802234L;28/1/1995
31;54.0;165.5;MUJER;VALENCIA;43290633B;14/5/1989
30;51.3;147.0;MUJER;VALENCIA;80912205M;4/11/1990
26;92.9;174.0;MUJER;VALENCIA;29204017E;18/2/1994
39;97.0;168.5;HOMBRE;VALENCIA;75543830W;23/8/1981
49;107.0;176.0;HOMBRE;VALENCIA;48530167A;26/11/1971
38;65.8;161.0;MUJER;VALENCIA;52738973Y;17/9/1982
43;94.0;166.0;MUJER;VALENCIA;25424681K;5/8/1977
57;85.9;181.0;HOMBRE;VALENCIA;88513824J;24/10/1963
52;89.7;161.5;HOMBRE;VALENCIA;65451285W;5/12/1968
62;83.5;153.0;MUJER;VALENCIA;49002584A;2/7/1958
61;53.7;157.5;MUJER;VALENCIA;23620907P;15/7/1959
64;93.8;162.0;MUJER;VALENCIA;82801873M;17/5/1956
66;96.9;169.0;HOMBRE;VALENCIA;43763050R;9/11/1954
68;96.8;170.0;HOMBRE;VALENCIA;23749748I;31/8/1952
80;43.8;149.0;MUJER;VALENCIA;71678600F;2/4/1940
74;43.5;142.0;MUJER;VALENCIA;21344716T;14/8/1946
20;72.8;181.0;HOMBRE;VALENCIA;55315793T;16/1/2000
23;86.4;179.0;HOMBRE;VALENCIA;52824867R;25/4/1997
17;46.0;160.0;MUJER;VALENCIA;69531250W;11/11/2003
16;47.5;166.0;MUJER;VALENCIA;77905915N;5/11/2004
15;55.7;156.0;MUJER;VALENCIA;84390912W;2/9/2005
25;68.2;166.0;HOMBRE;VALENCIA;46082188E;18/8/1995
27;82.8;174.0;HOMBRE;VALENCIA;49732683W;25/1/1993
30;85.4;170.0;HOMBRE;VALENCIA;83317237G;4/7/1990
26;54.5;158.0;MUJER;VALENCIA;45223248N;16/1/1994
32;74.5;165.0;MUJER;VALENCIA;35860802I;17/11/1988
27;80.8;161.0;MUJER;VALENCIA;20915246R;20/4/1993
41;69.9;164.0;HOMBRE;VALENCIA;23234384W;3/10/1979
37;93.0;177.0;HOMBRE;VALENCIA;32339148C;25/10/1983
40;89.8;160.5;MUJER;VALENCIA;55186952U;19/9/1980
49;88.5;154.2;MUJER;VALENCIA;88041407F;5/6/1971
52;63.2;164.0;HOMBRE;VALENCIA;14258461Z;1/7/1968
53;66.8;170.0;HOMBRE;VALENCIA;34357657P;17/6/1967
58;76.4;170.0;HOMBRE;VALENCIA;77004028W;1/10/1962
63;87.7;157.0;MUJER;VALENCIA;13828991T;29/7/1957
54;83.4;152.0;MUJER;VALENCIA;78678961Y;2/1/1966
67;72.1;161.0;HOMBRE;VALENCIA;47971856W;5/9/1953
70;78.0;170.0;HOMBRE;VALENCIA;64291716A;5/3/1950
67;77.6;150.0;MUJER;VALENCIA;40542025D;28/11/1953
76;85.5;160.0;MUJER;VALENCIA;71034395Q;3/4/1944
18;65.3;187.0;HOMBRE;VALENCIA;22676073Z;17/3/2002
23;86.8;186.5;HOMBRE;VALENCIA;57978507Y;27/9/1997
15;46.1;158.0;MUJER;VALENCIA;40670866E;21/7/2005
18;58.2;170.0;MUJER;VALENCIA;69874826N;8/1/2002
22;51.3;156.5;MUJER;VALENCIA;17264751B;21/12/1998
19;98.4;169.0;MUJER;VALENCIA;37664576I;21/8/2001
33;66.3;168.5;HOMBRE;VALENCIA;26927826Q;27/4/1987
30;78.3;172.5;HOMBRE;VALENCIA;68414628J;18/9/1990
34;86.4;178.0;HOMBRE;VALENCIA;44579043N;20/11/1986
27;48.2;162.0;MUJER;VALENCIA;22590179O;1/10/1993
27;49.5;159.0;MUJER;VALENCIA;20099253Q;22/10/1993
48;72.4;168.5;HOMBRE;VALENCIA;82715979Q;2/6/1972
44;91.2;167.3;HOMBRE;VALENCIA;57892613L;27/4/1976
35;56.7;166.0;MUJER;VALENCIA;35173650E;10/7/1985
42;77.6;151.5;MUJER;VALENCIA;82587138M;31/8/1978
50;57.8;156.5;HOMBRE;VALENCIA;75801512U;13/2/1970
54;74.3;169.5;HOMBRE;VALENCIA;86967732B;15/7/1966
52;92.0;176.0;HOMBRE;VALENCIA;41315071I;29/6/1968
50;59.8;152.0;MUJER;VALENCIA;12798263L;6/6/1970
56;71.5;164.5;MUJER;VALENCIA;39382456Q;9/6/1964
53;76.0;162.0;MUJER;VALENCIA;47499439Q;10/7/1967
53;75.5;151.0;MUJER;VALENCIA;31222526T;28/10/1967
68;90.3;166.0;HOMBRE;VALENCIA;80697470M;21/12/1952
72;94.8;170.0;HOMBRE;VALENCIA;86538262J;16/12/1948
67;65.7;156.0;MUJER;VALENCIA;87697831C;1/2/1953
72;79.0;164.0;MUJER;VALENCIA;70948501U;5/9/1948
82;60.8;146.0;MUJER;VALENCIA;40885601V;14/10/1938
23;60.5;174.0;HOMBRE;VALENCIA;80225053G;4/8/1997
15;62.0;180.0;HOMBRE;VALENCIA;70261349E;28/9/2005
19;66.3;170.0;HOMBRE;VALENCIA;79022537D;29/8/2001
19;69.0;179.0;HOMBRE;VALENCIA;27271402J;6/2/2001
18;61.2;170.0;HOMBRE;VALENCIA;17092963M;1/10/2002
23;80.0;178.0;HOMBRE;VALENCIA;57162514Y;21/4/1997
17;90.0;184.0;HOMBRE;VALENCIA;27572031H;13/9/2003
24;72.0;167.0;HOMBRE;VALENCIA;26025939L;5/9/1996
19;54.8;172.0;MUJER;VALENCIA;86624156Q;12/8/2001
22;57.0;168.0;MUJER;VALENCIA;69058833Z;20/3/1998
15;50.8;158.0;MUJER;VALENCIA;29075176Q;28/2/2005
24;51.8;158.0;MUJER;VALENCIA;36848583M;4/8/1996
23;64.6;163.0;MUJER;VALENCIA;28345077N;19/1/1997
15;73.5;173.0;MUJER;VALENCIA;73095851T;27/7/2005
17;84.0;167.0;MUJER;VALENCIA;87654884J;13/9/2003
26;72.2;178.0;HOMBRE;VALENCIA;85722269T;22/1/1994
33;61.0;168.0;HOMBRE;VALENCIA;16620546S;10/3/1987
28;73.1;173.0;HOMBRE;VALENCIA;67340953P;2/5/1992
28;76.0;180.0;HOMBRE;VALENCIA;71506812P;31/12/1992
26;75.0;180.0;HOMBRE;VALENCIA;54714535Z;20/5/1994
32;72.1;170.0;HOMBRE;VALENCIA;27915607H;11/6/1988
34;79.0;178.0;HOMBRE;VALENCIA;45094407H;26/8/1986
32;82.0;168.0;HOMBRE;VALENCIA;48959637X;8/5/1988
31;88.1;170.0;HOMBRE;VALENCIA;42603481V;27/5/1989
28;89.7;178.0;HOMBRE;VALENCIA;57291355T;8/7/1992
33;81.0;165.0;HOMBRE;VALENCIA;33584611U;12/5/1987
31;65.7;160.5;MUJER;VALENCIA;37235106E;30/4/1989
28;66.7;169.0;MUJER;VALENCIA;35345438W;18/2/1992
27;72.4;166.0;MUJER;VALENCIA;56174733Z;25/1/1993
27;77.2;171.0;MUJER;VALENCIA;52696026A;19/9/1993
31;65.7;155.0;MUJER;VALENCIA;58107348I;12/1/1989
28;80.0;167.0;MUJER;VALENCIA;52180662O;28/10/1992
43;80.0;178.0;HOMBRE;VALENCIA;55444634J;18/6/1977
36;64.3;168.0;HOMBRE;VALENCIA;81298728H;26/10/1984
40;74.9;169.0;HOMBRE;VALENCIA;83102502V;22/8/1980
36;86.2;180.0;HOMBRE;VALENCIA;56432415J;14/11/1984
43;81.0;170.0;HOMBRE;VALENCIA;15074454E;20/5/1977
38;73.0;156.0;HOMBRE;VALENCIA;74598996Z;19/7/1982
42;67.0;156.0;MUJER;VALENCIA;18295479L;4/10/1978
35;55.7;161.0;MUJER;VALENCIA;85851110N;16/2/1985
35;58.9;156.0;MUJER;VALENCIA;81212834D;2/9/1985
41;50.0;148.0;MUJER;VALENCIA;87783725N;28/1/1979
36;74.4;172.0;MUJER;VALENCIA;20528723W;20/10/1984
36;58.5;153.0;MUJER;VALENCIA;74727837K;18/9/1984
38;62.0;157.0;MUJER;VALENCIA;57420196F;26/12/1982
41;76.0;170.0;MUJER;VALENCIA;70132508A;23/3/1979
37;77.8;170.0;MUJER;VALENCIA;21988921J;15/5/1983
42;76.0;163.0;MUJER;VALENCIA;28860441A;5/3/1978
45;77.2;161.0;MUJER;VALENCIA;40756760E;13/3/1975
47;98.0;180.0;MUJER;VALENCIA;37492788Q;25/7/1973
62;61.8;154.0;HOMBRE;VALENCIA;81470516Z;21/4/1958
53;64.8;167.0;HOMBRE;VALENCIA;50634570T;26/3/1967
56;68.0;160.0;HOMBRE;VALENCIA;69273568Y;4/5/1964
54;90.0;182.0;HOMBRE;VALENCIA;32467989V;1/10/1966
54;77.0;173.0;HOMBRE;VALENCIA;76703399E;3/10/1966
63;62.8;155.0;HOMBRE;VALENCIA;38394675J;27/5/1957
63;64.2;148.0;MUJER;VALENCIA;76059194K;17/1/1957
63;67.5;164.5;MUJER;VALENCIA;32811565X;16/9/1957
58;71.3;161.0;MUJER;VALENCIA;78163597U;10/10/1962
73;56.9;162.0;HOMBRE;VALENCIA;28516865H;2/9/1947
71;91.0;165.0;HOMBRE;VALENCIA;22847861F;24/10/1949
65;50.7;150.0;MUJER;VALENCIA;27829713W;22/8/1955
73;71.3;155.0;MUJER;VALENCIA;27786766C;29/3/1947
67;70.9;160.0;MUJER;VALENCIA;80396841Y;21/11/1953
67;61.0;147.1;MUJER;VALENCIA;75887406P;22/11/1953
20;61.5;178.1;HOMBRE;VALENCIA;17522433L;15/4/2000
20;79.5;177.5;HOMBRE;VALENCIA;19455048D;19/11/2000
18;73.2;188.0;HOMBRE;VALENCIA;45910400A;26/10/2002
23;70.1;166.5;HOMBRE;VALENCIA;13571309S;12/11/1997
21;;;HOMBRE;VALENCIA;24222165Q;28/3/1999
20;68.3;169.8;HOMBRE;VALENCIA;26713091H;20/3/2000
21;101.3;180.0;HOMBRE;VALENCIA;39468350W;21/2/1999
22;77.8;167.5;HOMBRE;VALENCIA;77862968B;3/8/1998
15;43.0;161.8;HOMBRE;VALENCIA;41873382G;3/10/2005
16;75.2;183.0;HOMBRE;VALENCIA;18553161C;1/3/2004
20;74.2;182.0;HOMBRE;VALENCIA;61629002Y;27/1/2000
21;59.4;183.0;HOMBRE;VALENCIA;23878589A;5/9/1999
19;58.6;179.5;HOMBRE;VALENCIA;27013720G;21/1/2001
18;62.4;185.4;HOMBRE;VALENCIA;77991809H;11/2/2002
17;62.2;177.0;HOMBRE;VALENCIA;60426486C;11/7/2003
19;55.7;170.0;HOMBRE;VALENCIA;64721186H;15/5/2001
19;59.1;179.0;HOMBRE;VALENCIA;64463504D;30/3/2001
18;68.8;186.0;HOMBRE;VALENCIA;27185508G;27/8/2002
20;64.1;179.5;HOMBRE;VALENCIA;34787127B;17/1/2000
20;67.1;183.0;HOMBRE;VALENCIA;59395758X;18/11/2000
15;65.5;177.0;HOMBRE;VALENCIA;59567546R;14/9/2005
15;56.9;168.0;HOMBRE;VALENCIA;82114721N;17/9/2005
22;58.3;172.0;HOMBRE;VALENCIA;85937004M;16/7/1998
20;48.0;159.0;HOMBRE;VALENCIA;82157668V;18/6/2000
17;54.1;162.5;HOMBRE;VALENCIA;40456131P;12/10/2003
15;68.3;178.0;HOMBRE;VALENCIA;33541664M;8/5/2005
16;61.8;171.0;HOMBRE;VALENCIA;78721908J;29/12/2004
22;53.5;160.0;HOMBRE;VALENCIA;30020010Q;23/1/1998
20;77.0;191.0;HOMBRE;VALENCIA;26369515T;11/9/2000
19;64.0;175.0;HOMBRE;VALENCIA;47284704J;8/3/2001
21;62.2;170.5;HOMBRE;VALENCIA;12454687Y;25/11/1999
21;64.6;171.5;HOMBRE;VALENCIA;60297645Y;18/2/1999
15;51.3;166.5;HOMBRE;VALENCIA;26283621O;5/10/2005
24;69.3;180.3;HOMBRE;VALENCIA;21129981A;19/8/1996
24;72.5;184.5;HOMBRE;VALENCIA;25940045K;12/2/1996
20;63.8;173.0;HOMBRE;VALENCIA;38824145L;10/10/2000
21;67.1;180.0;HOMBRE;VALENCIA;85421640R;11/6/1999
18;64.3;171.5;HOMBRE;VALENCIA;34615339W;2/2/2002
18;71.6;176.0;HOMBRE;ALICANTE;19412101E;14/5/2002
24;78.0;183.0;HOMBRE;VALENCIA;39511297W;6/6/1996
19;69.0;179.5;HOMBRE;VALENCIA;77175816M;17/12/2001
17;67.0;176.0;HOMBRE;VALENCIA;46211029S;18/1/2003
16;66.7;173.0;HOMBRE;VALENCIA;32425042F;13/5/2004
18;65.0;172.0;HOMBRE;VALENCIA;23406172Q;19/12/2002
17;81.0;184.0;HOMBRE;VALENCIA;72494593W;11/7/2003
19;71.5;175.4;HOMBRE;VALENCIA;48100697I;12/12/2001
21;71.9;174.0;HOMBRE;VALENCIA;51321722L;26/5/1999
17;73.9;179.0;HOMBRE;VALENCIA;53383178P;6/7/2003
20;64.4;171.0;HOMBRE;VALENCIA;69101780D;16/4/2000
20;71.4;177.0;HOMBRE;VALENCIA;68715257M;14/6/2000
19;82.5;191.0;HOMBRE;VALENCIA;47757121T;18/11/2001
22;76.3;179.0;HOMBRE;VALENCIA;23577960X;1/7/1998
22;75.6;185.0;HOMBRE;VALENCIA;83016608G;25/8/1998
15;68.4;173.5;HOMBRE;VALENCIA;14086673D;3/3/2005
18;65.9;167.5;HOMBRE;VALENCIA;24823423L;19/11/2002
20;65.0;169.0;HOMBRE;VALENCIA;80353894I;30/6/2000
22;78.9;181.5;HOMBRE;VALENCIA;24866370S;6/11/1998
16;65.8;170.0;HOMBRE;VALENCIA;15503924L;5/1/2004
21;75.0;181.0;HOMBRE;VALENCIA;30707162S;12/5/1999
19;76.3;181.0;HOMBRE;VALENCIA;87869619O;11/7/2001
22;64.4;167.5;HOMBRE;VALENCIA;41186230O;19/11/1998
16;79.3;179.0;HOMBRE;VALENCIA;45352089Y;11/6/2004
19;61.5;161.5;HOMBRE;VALENCIA;16276970U;25/9/2001
23;75.2;178.5;HOMBRE;VALENCIA;33885240P;15/12/1997
23;76.6;178.5;HOMBRE;VALENCIA;20356935E;13/5/1997
24;76.2;176.5;HOMBRE;VALENCIA;21688292I;5/3/1996
23;85.0;177.0;HOMBRE;VALENCIA;30191798X;28/6/1997
21;74.9;174.5;HOMBRE;VALENCIA;58837447O;13/2/1999
23;81.0;179.0;HOMBRE;VALENCIA;58880394S;17/2/1997
16;82.0;180.5;HOMBRE;VALENCIA;78850749X;5/10/2004
